n_shots,n_ways,n_query,source_dataset,target_dataset,ood_dataset,split,loss_type,fisher_coeff,act_type,lbfgs_iters,backbone_arch,backbone_method,rng_seed,task_id,id_accuracy,id_max_p_apr,id_max_p_auroc,id_max_alp_apr,id_max_alp_auroc,id_diff_ent_apr,id_diff_ent_auroc,id_mi_apr,id_mi_auroc,ood_max_p_apr,ood_max_p_auroc,ood_alpha0_apr,ood_alpha0_auroc,ood_diff_entropy_apr,ood_mi_apr,ood_diff_entropy_auroc,ood_mi_auroc
20,5,20,miniImagenet,miniImagenet,CUB,novel,INFO_EDL,0.0,softplus,100,WideResNet28_10,S2M2_R,0,0,0.8,0.9478435013349369,0.815625,0.95727742111196,0.84125,0.9546473335347487,0.8381250000000001,0.9532769819838257,0.8262499999999999,0.5800055286917474,0.5031500000000001,0.5741512321587439,0.4837,0.5735821881916443,0.5728731886513699,0.4797,0.4833
20,5,20,miniImagenet,miniImagenet,CUB,novel,INFO_EDL,0.0,softplus,100,WideResNet28_10,S2M2_R,0,1,0.82,0.9357584447813649,0.7520325203252033,0.9343570941959208,0.7323848238482384,0.9320585908559784,0.7235772357723578,0.9253129118520962,0.6998644986449863,0.6051643442139655,0.4783,0.6882392225681221,0.6151,0.6369870042885386,0.6837999234082615,0.5529,0.6093000000000001
20,5,20,miniImagenet,miniImagenet,CUB,novel,INFO_EDL,0.0,softplus,100,WideResNet28_10,S2M2_R,0,2,0.95,0.9964032299183255,0.9326315789473684,0.9875743750028962,0.8,0.9901901385823986,0.8378947368421052,0.9793620869144828,0.728421052631579,0.8980333742570275,0.8596000000000001,0.9461813419940797,0.9349999999999999,0.9363262686843838,0.9455359760264878,0.9231,0.9342
20,5,20,miniImagenet,miniImagenet,CUB,novel,INFO_EDL,0.0,softplus,100,WideResNet28_10,S2M2_R,0,3,0.93,0.9743220853588669,0.7419354838709677,0.9787514160544327,0.781874039938556,0.9776229700186416,0.7726574500768049,0.9746541066972269,0.7403993855606759,0.7538604155323271,0.7706,0.5488096373371382,0.4547,0.69308219593117,0.5591279094110715,0.6404,0.4667
20,5,20,miniImagenet,miniImagenet,CUB,novel,INFO_EDL,0.0,softplus,100,WideResNet28_10,S2M2_R,0,4,0.77,0.9498855555357478,0.8413325804630152,0.9467053712098821,0.83399209486166,0.9448214501639493,0.8255223037831734,0.9351662881380781,0.8170525127046866,0.8865191258186969,0.8792500000000001,0.9104101403536924,0.8958999999999999,0.9042437494152205,0.911166034047562,0.8831000000000001,0.8999
20,5,20,miniImagenet,miniImagenet,CUB,novel,INFO_EDL,0.0,softplus,100,WideResNet28_10,S2M2_R,0,5,0.9,0.9941421356242652,0.9477777777777778,0.9970901296685988,0.9733333333333334,0.9965208842594901,0.9677777777777778,0.9957995380772031,0.9633333333333334,0.7059815476624379,0.6218999999999999,0.7273317904020573,0.6691000000000001,0.7167254072318424,0.7262141962138449,0.6500999999999999,0.6671
20,5,20,miniImagenet,miniImagenet,CUB,novel,INFO_EDL,0.0,softplus,100,WideResNet28_10,S2M2_R,0,6,0.86,0.9877884360485301,0.9318936877076411,0.9909920784730999,0.9485049833887043,0.9892202069337865,0.9352159468438537,0.9892318310666941,0.9352159468438538,0.5880188763929457,0.5717000000000001,0.629277023061357,0.6151,0.6073966387764835,0.6277076883957082,0.6002000000000001,0.6127
20,5,20,miniImagenet,miniImagenet,CUB,novel,INFO_EDL,0.0,softplus,100,WideResNet28_10,S2M2_R,0,7,0.92,0.9859472281272541,0.84375,0.9725060849164913,0.7486413043478262,0.9813767005450175,0.8097826086956522,0.9604017039521355,0.6807065217391305,0.8469406593971607,0.7868999999999999,0.9519602719154501,0.9284,0.9408513576431614,0.9518596326816738,0.91895,0.9285
20,5,20,miniImagenet,miniImagenet,CUB,novel,INFO_EDL,0.0,softplus,100,WideResNet28_10,S2M2_R,0,8,0.89,0.9869101107459581,0.8968335035750766,0.9817595841648408,0.8896833503575077,0.9882748436819959,0.9172625127681306,0.9796786182872963,0.8764044943820225,0.9028470839355736,0.9032,0.9320326431037433,0.9307,0.9312717808205568,0.9328672727288945,0.9292499999999999,0.9315
20,5,20,miniImagenet,miniImagenet,CUB,novel,INFO_EDL,0.0,softplus,100,WideResNet28_10,S2M2_R,0,9,0.89,0.9827811595832014,0.86414708886619,0.9881058722001552,0.9070480081716037,0.9881984131334276,0.9080694586312563,0.9892943149236231,0.916241062308478,0.7132023907120678,0.6436999999999999,0.7066674810209677,0.6227,0.7080437190547803,0.7070454337276507,0.6271,0.6232000000000001
